,developer,score0,img_link,date,pos,console,link,publisher,score1,score2,name,label
13691,Blitz Games,N/A,http://www.vgchartz.com//games/boxart/full_3766104AmericaFrontccc.jpg,25th Sep 07,4410,PS2,http://www.vgchartz.com//games/game.php?id=7515&region=All,THQ,N/A,N/A,Bratz: The Movie-:-PS2,0.48
13692,FrontLine Studios,N/A,http://www.vgchartz.com//games/boxart/3699575ccc.gif,16th May 07,11062,DS,http://www.vgchartz.com//games/game.php?id=6131&region=All,Crave Entertainment,N/A,N/A,Sudokuro-:-DS,0.11
13693,Banpresto,N/A,http://www.vgchartz.com//games/boxart/full_1175034JapanFrontccc.jpg,29th Dec 05,11828,PSP,http://www.vgchartz.com//games/game.php?id=4477&region=All,Banpresto,N/A,N/A,Super Robot Taisen MX Portable-:-PSP,0.09
13694,TOSE Software,N/A,http://www.vgchartz.com//games/boxart/full_shrek-reekin-havoc_569AmericaFront.jpg,30th Jul 03,7949,GBA,http://www.vgchartz.com//games/game.php?id=15093&region=All,TDK Mediactive,N/A,N/A,Shrek: Reekin' Havoc-:-GBA,0.21
13695,Namco,N/A,http://www.vgchartz.com//games/boxart/full_2245851JapanFrontccc.jpg,30th Oct 03,4346,PS2,http://www.vgchartz.com//games/game.php?id=4495&region=All,Namco,N/A,N/A,Taiko no Tatsujin: Appare Sandaime-:-PS2,0.49
13696,Nintendo,N/A,http://www.vgchartz.com//games/boxart/8660173ccc.jpg,16th Apr 99,1781,GB,http://www.vgchartz.com//games/game.php?id=6275&region=All,Nintendo,N/A,N/A,Game & Watch Gallery 3-:-GB,1.22
13697,Eighting,N/A,http://www.vgchartz.com//games/boxart/full_3645736JapanFrontccc.jpg,23rd Oct 08,14445,PSP,http://www.vgchartz.com//games/game.php?id=28284&region=All,Sony Computer Entertainment,N/A,N/A,Bleach: Soul Carnival-:-PSP,0.05
13698,Delphine Software International,N/A,http://www.vgchartz.com//games/boxart/full_moto-racer_888AmericaFront.jpg,30th Nov 97,2762,PS,http://www.vgchartz.com//games/game.php?id=50644&region=All,Electronic Arts,N/A,N/A,Moto Racer-:-PS,0.8
13699,Activision,N/A,http://www.vgchartz.com//games/boxart/7103636ccc.jpg,01st Jan 83,2587,2600,http://www.vgchartz.com//games/game.php?id=20257&region=All,Activision,N/A,N/A,Enduro-:-2600,0.87
13700,Gaijin Games Inc.,N/A,http://www.vgchartz.com//games/boxart/full_bittrip-beat_8AmericaFront.jpg,02nd Nov 10,23742,PC,http://www.vgchartz.com//games/game.php?id=48360&region=All,Gaijin Entertainment,7.5,N/A,BIT.TRIP BEAT-:-PC,0.27
13701,EA Canada,N/A,http://www.vgchartz.com//games/boxart/6044006ccc.jpg,16th Oct 00,1724,PS,http://www.vgchartz.com//games/game.php?id=1530&region=All,EA Sports,N/A,N/A,NBA Live 2001-:-PS,1.25
13702,Midway Games,N/A,http://www.vgchartz.com//games/boxart/6229067ccc.jpg,17th Oct 05,2496,PS2,http://www.vgchartz.com//games/game.php?id=4883&region=All,Midway Games,7.8,N/A,Blitz: The League-:-PS2,0.89
13703,Adrenium,N/A,http://www.vgchartz.com//games/boxart/full_2799151AmericaFrontccc.jpg,25th Nov 01,7310,XB,http://www.vgchartz.com//games/game.php?id=142&region=All,Microsoft,N/A,N/A,Azurik: Rise of Perathia-:-XB,0.24
13704,Player 1,N/A,http://www.vgchartz.com//games/boxart/full_9055283AmericaFrontccc.jpg,24th Nov 98,11373,N64,http://www.vgchartz.com//games/game.php?id=1361&region=All,Crave Entertainment,N/A,N/A,Milo's Astro Lanes-:-N64,0.1
13705,Telltale Games,N/A,http://www.vgchartz.com//games/boxart/full_6742475AmericaFrontccc.jpg,14th Mar 06,18920,PC,http://www.vgchartz.com//games/game.php?id=43760&region=All,Ubisoft,N/A,N/A,CSI: 3 Dimensions of Murder-:-PC,0.01
13706,Maxis,N/A,http://www.vgchartz.com//games/boxart/full_3447327AmericaFrontccc.jpg,02nd Sep 14,325,PC,http://www.vgchartz.com//games/game.php?id=72139&region=All,Electronic Arts,7.0,5.8,The Sims 4-:-PC,4.1
13707,Ivolgamus,N/A,http://www.vgchartz.com//games/boxart/full_8573941AmericaFrontccc.jpg,28th Oct 08,12910,PS2,http://www.vgchartz.com//games/game.php?id=28576&region=All,Activision,N/A,N/A,Shrek's Carnival Craze Party Games-:-PS2,0.07
13708,EA Tiburon,N/A,http://www.vgchartz.com//games/boxart/full_5198456AmericaFrontccc.jpg,27th Mar 12,4195,X360,http://www.vgchartz.com//games/game.php?id=70260&region=All,Electronic Arts,N/A,N/A,Tiger Woods PGA Tour 13-:-X360,0.51
13709,Inti Creates,N/A,http://www.vgchartz.com//games/boxart/full_7209807AmericaFrontccc.jpg,03rd Mar 04,14232,GBA,http://www.vgchartz.com//games/game.php?id=3753&region=All,Capcom,N/A,N/A,Mega Man Battle Chip Challenge-:-GBA,0.05
13710,KITATUS STUDIOS,N/A,http://www.vgchartz.com//games/boxart/full_7551394AmericaFrontccc.jpg,N/A,54958,PC,http://www.vgchartz.com//games/game.php?id=224165&region=All,Unknown,N/A,N/A,SUPER DISTRO-:-PC,0.14
13711,Signal Studios,N/A,http://www.vgchartz.com//games/boxart/full_9785935AmericaFrontccc.jpg,11th Aug 15,12394,XOne,http://www.vgchartz.com//games/game.php?id=84072&region=All,Ubisoft,N/A,N/A,Toy Soldiers: War Chest-:-XOne,0.08
13712,Tecmo Koei Games,N/A,http://www.vgchartz.com//games/boxart/full_winning-post-7-2010_0JapanFront.jpg,22nd Sep 10,14022,PSP,http://www.vgchartz.com//games/game.php?id=45933&region=All,Tecmo Koei,N/A,N/A,Winning Post 7 2010-:-PSP,0.05
13713,Polyphony Digital,N/A,http://www.vgchartz.com//games/boxart/full_7582703AmericaFrontccc.jpg,15th Apr 08,308,PS3,http://www.vgchartz.com//games/game.php?id=6972&region=All,Sony Computer Entertainment,8.3,8.4,Gran Turismo 5 Prologue-:-PS3,5.35
13714,Traveller's Tales,N/A,http://www.vgchartz.com//games/boxart/full_2958031AmericaFrontccc.jpg,06th Nov 07,180,Wii,http://www.vgchartz.com//games/game.php?id=12477&region=All,LucasArts,8.0,N/A,LEGO Star Wars: The Complete Saga-:-Wii,5.66
13715,Page 44 Studios,N/A,http://www.vgchartz.com//games/boxart/3119252ccc.jpg,04th Oct 05,9691,PSP,http://www.vgchartz.com//games/game.php?id=5170&region=All,Sony Computer Entertainment,5.8,N/A,Gretzky NHL 06-:-PSP,0.14
13716,Unknown,N/A,http://www.vgchartz.com//games/boxart/default.jpg,29th Mar 12,15836,PSP,http://www.vgchartz.com//games/game.php?id=70641&region=All,Quinrose,N/A,N/A,Oumagatoki: Kaidan Romance-:-PSP,0.03
13717,Artificial Mind and Movement,N/A,http://www.vgchartz.com//games/boxart/7844123ccc.jpg,08th Sep 04,13776,PS2,http://www.vgchartz.com//games/game.php?id=4941&region=All,BAM! Entertainment,N/A,N/A,Carmen Sandiego: The Secret of the Stolen Drums-:-PS2,0.06
13718,Iguana Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_984949AmericaFrontccc.jpg,27th Nov 98,12282,N64,http://www.vgchartz.com//games/game.php?id=1632&region=All,Acclaim Entertainment,N/A,N/A,NHL Breakaway 99-:-N64,0.08
13719,Takara,N/A,http://www.vgchartz.com//games/boxart/full_7760294AmericaFrontccc.jpg,27th Oct 01,19814,GBA,http://www.vgchartz.com//games/game.php?id=26908&region=All,Conspiracy Entertainment,7.0,N/A,Gadget Racers-:-GBA,0.01
13720,WayForward Technologies,N/A,http://www.vgchartz.com//games/boxart/full_2777432AmericaFrontccc.jpg,18th Oct 14,12167,3DS,http://www.vgchartz.com//games/game.php?id=84818&region=All,Little Orbit,N/A,N/A,Adventure Time: The Secret of the Nameless Kingdom-:-3DS,0.08
13721,Razorworks Studios,N/A,http://www.vgchartz.com//games/boxart/9544437ccc.gif,18th Nov 02,16407,XB,http://www.vgchartz.com//games/game.php?id=2510&region=All,Empire Interactive,N/A,N/A,Total Immersion Racing-:-XB,0.02
13722,Bandai Namco Games,N/A,http://www.vgchartz.com//games/boxart/full_8534815JapanFrontccc.jpg,25th Mar 10,12498,DS,http://www.vgchartz.com//games/game.php?id=42979&region=All,Namco Bandai,N/A,N/A,Pro Yakyuu Famista DS 2010-:-DS,0.08
13723,Idea Factory,N/A,http://www.vgchartz.com//games/boxart/full_8604473AmericaFrontccc.jpg,18th Oct 16,15321,PSV,http://www.vgchartz.com//games/game.php?id=142579&region=All,Idea Factory International,N/A,N/A,Superdimension Neptune vs Sega Hard Girls-:-PSV,0.03
13724,Camelot Software Planning,N/A,http://www.vgchartz.com//games/boxart/full_7906750AmericaFrontccc.jpg,20th May 12,2234,3DS,http://www.vgchartz.com//games/game.php?id=63449&region=All,Nintendo,6.6,N/A,Mario Tennis Open-:-3DS,1.52
13725,Avalanche Software,N/A,http://www.vgchartz.com//games/boxart/full_1747093AmericaFrontccc.jpg,15th Jun 10,2913,X360,http://www.vgchartz.com//games/game.php?id=43558&region=All,Disney Interactive Studios,7.5,N/A,Toy Story 3: The Video Game-:-X360,0.76
13726,Rogue Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_9887583AmericaFrontccc.jpg,06th Dec 00,19338,PC,http://www.vgchartz.com//games/game.php?id=7472&region=All,Electronic Arts,N/A,N/A,American McGee's Alice-:-PC,0.01
13727,WXP,N/A,http://www.vgchartz.com//games/boxart/6609584ccc.jpg,16th Nov 04,4006,XB,http://www.vgchartz.com//games/game.php?id=904&region=All,Activision,N/A,N/A,Greg Hastings' Tournament Paintball-:-XB,0.54
13728,"Treasure Co., Ltd.",N/A,http://www.vgchartz.com//games/boxart/full_4380342JapanFrontccc.jpg,23rd Jul 98,15316,SAT,http://www.vgchartz.com//games/game.php?id=4140&region=All,ESP,9.0,N/A,Radiant Silvergun-:-SAT,0.03
13729,Frontier Developments,N/A,http://www.vgchartz.com//games/boxart/1581818ccc.jpg,09th Oct 07,4973,PS2,http://www.vgchartz.com//games/game.php?id=12296&region=All,LucasArts,N/A,N/A,Thrillville: Off the Rails-:-PS2,0.42
13730,Cat Daddy Games,N/A,http://www.vgchartz.com//games/boxart/full_8030461AmericaFrontccc.jpg,06th Nov 18,13935,PS4,http://www.vgchartz.com//games/game.php?id=222855&region=All,2K Games,N/A,N/A,Carnival Games-:-PS4,0.05
13731,Starsphere Interactive,N/A,http://www.vgchartz.com//games/boxart/full_3856428AmericaFrontccc.jpg,31st May 99,9464,PS,http://www.vgchartz.com//games/game.php?id=29123&region=All,Mindscape,7.5,N/A,Chessmaster II-:-PS,0.15
13732,THQ,N/A,http://www.vgchartz.com//games/boxart/full_5667139AmericaFrontccc.jpg,01st Jun 05,9426,GBA,http://www.vgchartz.com//games/game.php?id=28404&region=All,THQ,N/A,N/A,Spongebob Squarepants / Fairly Odd Parents Double Pack-:-GBA,0.15
13733,MTO,N/A,http://www.vgchartz.com//games/boxart/full_6144275JapanFrontccc.jpg,30th Apr 09,18629,DS,http://www.vgchartz.com//games/game.php?id=33228&region=All,MTO,N/A,N/A,Jewel Pet: Kawaii Mahou no Fantasy-:-DS,0.01
13734,IO Interactive,N/A,http://www.vgchartz.com//games/boxart/6605010ccc.jpg,01st Oct 03,4132,PS2,http://www.vgchartz.com//games/game.php?id=5130&region=All,Electronic Arts,N/A,N/A,Freedom Fighters-:-PS2,0.52
13735,Crytek,N/A,http://www.vgchartz.com//games/boxart/full_crysis-2_266AmericaFront.jpg,22nd Mar 11,1543,X360,http://www.vgchartz.com//games/game.php?id=35001&region=All,Electronic Arts,8.7,N/A,Crysis 2-:-X360,1.37
13736,E-Frontier,N/A,http://www.vgchartz.com//games/boxart/full_8979104JapanFrontccc.jpg,19th Feb 09,19557,DS,http://www.vgchartz.com//games/game.php?id=32392&region=All,E-Frontier,N/A,N/A,Machi no Pet-Ya-San DS 2: Wannyan 333-Hiki Daishuugou!-:-DS,0.01
13737,Abbey Games,N/A,http://www.vgchartz.com//games/boxart/full_1891601AmericaFrontccc.jpg,N/A,54457,PC,http://www.vgchartz.com//games/game.php?id=223827&region=All,Unknown,N/A,N/A,Renowned Explorers: International Society-:-PC,0.17
13738,Activision,N/A,http://www.vgchartz.com//games/boxart/full_animal-planet-vet-collection_5AmericaFront.jpg,20th Jul 10,13927,DS,http://www.vgchartz.com//games/game.php?id=46214&region=All,Activision,N/A,N/A,Animal Planet: Vet Collection-:-DS,0.05
13739,Unknown,N/A,http://www.vgchartz.com//games/boxart/default.jpg,27th Feb 14,16055,PS3,http://www.vgchartz.com//games/game.php?id=75001&region=All,5pb,N/A,N/A,Infinite Stratos 2: Ignition Hearts-:-PS3,0.03
13740,Flight-Plan,N/A,http://www.vgchartz.com//games/boxart/full_2613460AmericaFrontccc.jpg,03rd Jun 08,10155,DS,http://www.vgchartz.com//games/game.php?id=7250&region=All,Atlus,7.3,N/A,Summon Night: Twin Age-:-DS,0.13
13741,"Jellyvision, Inc.",N/A,http://www.vgchartz.com//games/boxart/full_you-dont-know-jack_797AmericaFront.jpg,08th Feb 11,7971,X360,http://www.vgchartz.com//games/game.php?id=47510&region=All,THQ,7.7,N/A,You Don't Know Jack-:-X360,0.21
13742,Ubisoft Milan,N/A,http://www.vgchartz.com//games/boxart/2482992ccc.jpg,12th Nov 02,9889,GBA,http://www.vgchartz.com//games/game.php?id=21610&region=All,Ubisoft,N/A,N/A,Tomb Raider: The Prophecy-:-GBA,0.14
13743,Telltale Games,N/A,http://www.vgchartz.com//games/boxart/full_1843833AmericaFrontccc.jpg,28th Feb 17,8753,PS4,http://www.vgchartz.com//games/game.php?id=133969&region=All,Warner Bros. Interactive Entertainment,N/A,N/A,The Walking Dead - The Telltale Series: A New Frontier-:-PS4,0.17
13744,Media.Vision,N/A,http://www.vgchartz.com//games/boxart/55090ccc.jpg,28th Aug 07,6598,PS2,http://www.vgchartz.com//games/game.php?id=7239&region=All,Xseed Games,7.5,N/A,Wild ARMs 5-:-PS2,0.28
13745,Unknown,N/A,http://www.vgchartz.com//games/boxart/full_6459175AmericaFrontccc.jpg,N/A,31351,PC,http://www.vgchartz.com//games/game.php?id=71587&region=All,Unknown,N/A,N/A,Giana Sisters: Twisted Dreams-:-PC,0.34
13746,Harmonix Music Systems,N/A,http://www.vgchartz.com//games/boxart/full_6127771AmericaFrontccc.jpg,16th Nov 08,7288,PS3,http://www.vgchartz.com//games/game.php?id=27416&region=All,MTV Games,N/A,N/A,AC/DC LIVE: Rock Band Track Pack-:-PS3,0.24
13747,Taito Corporation,N/A,http://www.vgchartz.com//games/boxart/2732142ccc.gif,20th Sep 05,17524,DS,http://www.vgchartz.com//games/game.php?id=2126&region=All,Mastiff,N/A,N/A,Space Invaders Revolution-:-DS,0.01
13748,Konami,N/A,http://www.vgchartz.com//games/boxart/full_7712211JapanFrontccc.jpg,21st May 04,7937,GBA,http://www.vgchartz.com//games/game.php?id=3261&region=All,Konami,N/A,N/A,Famicom Mini: Ganbare Goemon! Karakuri Douchuu-:-GBA,0.21
13749,EA Canada,N/A,http://www.vgchartz.com//games/boxart/full_5015653AmericaFrontccc.jpg,20th Oct 08,17061,PC,http://www.vgchartz.com//games/game.php?id=24215&region=All,Electronic Arts,N/A,N/A,NHL 09-:-PC,0.02
13750,Idea Factory,N/A,http://www.vgchartz.com//games/boxart/full_4301254JapanFrontccc.jpg,30th Oct 14,16743,PSP,http://www.vgchartz.com//games/game.php?id=84838&region=All,Idea Factory,N/A,N/A,Gakuen K: Wonderful School Days-:-PSP,0.02
13751,TOSE Software,N/A,http://www.vgchartz.com//games/boxart/full_6479311AmericaFrontccc.jpg,21st Oct 08,3365,PSP,http://www.vgchartz.com//games/game.php?id=7398&region=All,Square Enix,7.5,N/A,Star Ocean: First Departure-:-PSP,0.65
13752,Day 1 Studios,N/A,http://www.vgchartz.com//games/boxart/1792688ccc.jpg,11th Nov 02,1951,XB,http://www.vgchartz.com//games/game.php?id=1291&region=All,Microsoft Game Studios,N/A,N/A,MechAssault-:-XB,1.13
13753,Acclaim Studios Austin,N/A,http://www.vgchartz.com//games/boxart/1030713ccc.jpg,23rd Nov 99,5463,N64,http://www.vgchartz.com//games/game.php?id=2546&region=All,Acclaim Entertainment,N/A,N/A,Turok: Rage Wars-:-N64,0.37
13754,Examu Inc.,N/A,http://www.vgchartz.com//games/boxart/full_204279AmericaFrontccc.jpg,10th Apr 08,9240,PS2,http://www.vgchartz.com//games/game.php?id=7638&region=All,Atlus,8.1,N/A,Arcana Heart-:-PS2,0.16
13755,Vicarious Visions,N/A,http://www.vgchartz.com//games/boxart/4860836ccc.jpg,03rd Jun 04,3766,GBA,http://www.vgchartz.com//games/game.php?id=15128&region=All,Vivendi Games,N/A,N/A,Spyro Orange: The Cortex Conspiracy-:-GBA,0.57
13756,Magic Pockets,N/A,http://www.vgchartz.com//games/boxart/full_359536AmericaFrontccc.jpg,17th Sep 03,11204,GBA,http://www.vgchartz.com//games/game.php?id=28202&region=All,DSI Games,N/A,N/A,Road Rash: Jailbreak-:-GBA,0.1
13757,Capcom,N/A,http://www.vgchartz.com//games/boxart/full_8680791JapanFrontccc.jpg,09th Aug 07,13656,DS,http://www.vgchartz.com//games/game.php?id=7163&region=All,Capcom,N/A,N/A,Wantame Fortune Channel-:-DS,0.06
13758,Millennium Kitchen,N/A,http://www.vgchartz.com//games/boxart/full_7615697JapanFrontccc.jpg,22nd Jun 00,5187,PS,http://www.vgchartz.com//games/game.php?id=3863&region=All,Sony Computer Entertainment,N/A,N/A,Boku no Natsuyasumi-:-PS,0.4
13759,Two Tribes,N/A,http://www.vgchartz.com//games/boxart/7021382ccc.jpg,17th Oct 06,15614,DS,http://www.vgchartz.com//games/game.php?id=839&region=All,Game Factory,N/A,N/A,Garfield: A Tale of Two Kitties-:-DS,0.03
13760,Rockstar Toronto,N/A,http://www.vgchartz.com//games/boxart/3788072ccc.jpg,17th Oct 05,4079,PS2,http://www.vgchartz.com//games/game.php?id=5859&region=All,Rockstar Games,N/A,N/A,The Warriors-:-PS2,0.53
13761,Koei,N/A,http://www.vgchartz.com//games/boxart/full_9826284JapanFrontccc.jpg,29th Sep 95,10697,SAT,http://www.vgchartz.com//games/game.php?id=3937&region=All,KOEI,N/A,N/A,Nobunaga no Yabou: Tenshoki-:-SAT,0.11
13762,Unknown,N/A,http://www.vgchartz.com//games/boxart/default.jpg,31st Dec 20,17830,PC,http://www.vgchartz.com//games/game.php?id=70542&region=All,Activision,N/A,N/A,Mystery Legends: Beauty and the Beast-:-PC,0.01
13763,Dejobaan Games,N/A,http://www.vgchartz.com//games/boxart/full_5906007AmericaFrontccc.jpg,N/A,52054,PC,http://www.vgchartz.com//games/game.php?id=223903&region=All,Unknown,N/A,N/A,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome-:-PC,0.16
13764,Behaviour Studios,N/A,http://www.vgchartz.com//games/boxart/full_rango-the-video-game_754AmericaFront.jpg,01st Mar 11,10157,X360,http://www.vgchartz.com//games/game.php?id=48390&region=All,Paramount Digital Entertainment,N/A,N/A,Rango: The Video Game-:-X360,0.13
13765,Remedy Entertainment,N/A,http://www.vgchartz.com//games/boxart/9517065ccc.jpg,14th Oct 03,16103,PC,http://www.vgchartz.com//games/game.php?id=12703&region=All,Rockstar Games,9.1,N/A,Max Payne 2: The Fall of Max Payne-:-PC,0.03
13766,MTO,N/A,http://www.vgchartz.com//games/boxart/full_2810566JapanFrontccc.jpg,28th Aug 08,17737,DS,http://www.vgchartz.com//games/game.php?id=26585&region=All,MTO,N/A,N/A,San-X Character Channel: All-Star Daishuugou!-:-DS,0.01
13767,Krome Studios,N/A,http://www.vgchartz.com//games/boxart/full_4179261AmericaFrontccc.jpg,23rd Jun 09,4398,Wii,http://www.vgchartz.com//games/game.php?id=31410&region=All,Activision,N/A,N/A,Transformers: Revenge of the Fallen-:-Wii,0.48
13768,Two Tribes,N/A,http://www.vgchartz.com//games/boxart/full_6031640AmericaFrontccc.jpg,29th Jan 10,48716,PC,http://www.vgchartz.com//games/game.php?id=42971&region=All,Two Tribes,N/A,N/A,Toki Tori-:-PC,0.35
13769,Crafts & Meister,N/A,http://www.vgchartz.com//games/boxart/1739107ccc.jpg,18th Jul 06,5419,PS2,http://www.vgchartz.com//games/game.php?id=2276&region=All,Atari,N/A,N/A,Super Dragon Ball Z-:-PS2,0.37
13770,Monster Games,N/A,http://www.vgchartz.com//games/boxart/full_7071719AmericaFrontccc.jpg,12th Sep 17,10448,XOne,http://www.vgchartz.com//games/game.php?id=189444&region=All,704Games,N/A,N/A,NASCAR Heat 2-:-XOne,0.12
13771,Saber Interactive,N/A,http://www.vgchartz.com//games/boxart/full_inversion_418PALFront.jpg,05th Jun 12,13521,X360,http://www.vgchartz.com//games/game.php?id=40148&region=All,Namco Bandai Games,N/A,N/A,Inversion-:-X360,0.06
13772,Kheops Studio,N/A,http://www.vgchartz.com//games/boxart/full_nostradamus-the-last-prophecy_842AmericaFront.jpg,30th Sep 07,19535,PC,http://www.vgchartz.com//games/game.php?id=26388&region=All,MC2 Entertainment,N/A,N/A,Nostradamus: The Last Prophecy-:-PC,0.01
13773,2K Sports,N/A,http://www.vgchartz.com//games/boxart/full_nicktoons-mlb_432AmericaFront.jpg,13th Sep 11,9452,X360,http://www.vgchartz.com//games/game.php?id=51563&region=All,2K Sports,N/A,N/A,Nicktoons MLB-:-X360,0.15
13774,Pitbull Syndicate,N/A,http://www.vgchartz.com//games/boxart/4811592ccc.jpg,30th Sep 98,1656,PS,http://www.vgchartz.com//games/game.php?id=2361&region=All,Accolade,N/A,N/A,Test Drive 5-:-PS,1.3
13775,Electronic Arts,N/A,http://www.vgchartz.com//games/boxart/6574089ccc.jpg,08th Nov 05,18496,PC,http://www.vgchartz.com//games/game.php?id=19102&region=All,Electronic Arts,6.7,N/A,Harry Potter and the Goblet of Fire-:-PC,0.01
13776,Sega Sports R&D,N/A,http://www.vgchartz.com//games/boxart/full_8187431AmericaFrontccc.png,15th Nov 13,2772,WiiU,http://www.vgchartz.com//games/game.php?id=77203&region=All,Nintendo,5.9,N/A,Mario & Sonic at the Sochi 2014 Olympic Winter Games-:-WiiU,0.8
13777,Red Dot Games,N/A,http://www.vgchartz.com//games/boxart/full_1249914AmericaFrontccc.jpg,N/A,52687,PC,http://www.vgchartz.com//games/game.php?id=223465&region=All,Unknown,N/A,N/A,Car Mechanic Simulator 2018-:-PC,0.49
13778,zSlide,N/A,http://www.vgchartz.com//games/boxart/5999694ccc.jpg,02nd Oct 07,15788,PSP,http://www.vgchartz.com//games/game.php?id=7565&region=All,Atari,5.7,4.8,Hot Pixel-:-PSP,0.03
13779,hyperboreanGames,N/A,http://www.vgchartz.com//games/boxart/full_5467699AmericaFrontccc.jpg,N/A,53273,PC,http://www.vgchartz.com//games/game.php?id=223479&region=All,Unknown,N/A,N/A,Freebie-:-PC,0.41
13780,From Software,N/A,http://www.vgchartz.com//games/boxart/full_dark-souls_484AmericaFront.jpg,04th Oct 11,2258,X360,http://www.vgchartz.com//games/game.php?id=47352&region=All,Namco Bandai,9.1,N/A,Dark Souls-:-X360,1.25
13781,Beenox,N/A,http://www.vgchartz.com//games/boxart/full_1292632AmericaFrontccc.jpg,04th Oct 11,7583,PS3,http://www.vgchartz.com//games/game.php?id=50741&region=All,Activision,N/A,N/A,Spider-Man: Edge of Time-:-PS3,0.23
